domain,cluster,strand,section_type,question,level,level_name,source,text
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,"How would you rate your effectiveness in making it feel safe for colleagues to share ideas, try new things and admit when things go wrong?",1,Novice,inferred,"Has no established practice here. Begins to notice how others respond to new ideas and mistakes, and reflects on how their own reactions might affect whether colleagues feel comfortable speaking up."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,"How would you rate your effectiveness in making it feel safe for colleagues to share ideas, try new things and admit when things go wrong?",2,Awareness,derived,"Responds openly and constructively when colleagues share ideas or admit mistakes, and avoids reactions that might discourage people from speaking up. Recognises that their own behaviour - however junior their role - contributes to how safe others feel to take creative risks."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,"How would you rate your effectiveness in making it feel safe for colleagues to share ideas, try new things and admit when things go wrong?",3,Working,derived,"Consistently models behaviours that signal it is safe to experiment and fail - responding to unsuccessful attempts with curiosity rather than blame, actively inviting dissenting views and acknowledging their own uncertainties and mistakes. Encourages colleagues to share early-stage ideas before they are fully formed."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,"How would you rate your effectiveness in making it feel safe for colleagues to share ideas, try new things and admit when things go wrong?",4,Practitioner,derived,"Actively works to build a team environment where experimentation is expected and failure is treated as a source of learning rather than a cause for blame. Addresses behaviours that chill creative risk-taking, makes space in team processes for reflection on what didn't work, and helps colleagues reframe unsuccessful experiments constructively."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,"How would you rate your effectiveness in making it feel safe for colleagues to share ideas, try new things and admit when things go wrong?",5,Expert,inferred,"Shapes team and organisational culture so that psychological safety is a structural feature, not dependent on individual personalities or relationships. Establishes norms, processes and leadership expectations that sustain a culture of honest experimentation, and helps other leaders understand their role in building and protecting it."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your effectiveness in responding when an experiment or new idea doesn't work out - in your own work and when it happens to colleagues?,1,Novice,inferred,Has little experience of how to respond constructively when things go wrong. Begins to notice their own reactions to failure - in their own work and others' - and reflects on whether those reactions help or hinder learning.
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your effectiveness in responding when an experiment or new idea doesn't work out - in your own work and when it happens to colleagues?,2,Awareness,derived,"Understands that how people respond to failure shapes whether others feel safe to experiment. Tries to respond to their own mistakes and others' with openness rather than defensiveness, and recognises when a reaction - including their own - might discourage future risk-taking."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your effectiveness in responding when an experiment or new idea doesn't work out - in your own work and when it happens to colleagues?,3,Working,derived,"Responds to unsuccessful experiments - their own and colleagues' - with curiosity and a focus on learning rather than blame. Asks what can be learned rather than what went wrong, and helps colleagues extract useful insight from things that didn't work out as planned."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your effectiveness in responding when an experiment or new idea doesn't work out - in your own work and when it happens to colleagues?,4,Practitioner,derived,"Models a consistently constructive response to failure and helps teams develop shared practices for reflecting on and learning from experiments that don't succeed. Recognises the difference between productive failure - where learning occurred - and avoidable failure, and helps teams make that distinction without blame."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your effectiveness in responding when an experiment or new idea doesn't work out - in your own work and when it happens to colleagues?,5,Expert,inferred,"Shapes how failure is understood and treated across teams, ensuring that learning from unsuccessful experiments is built into ways of working rather than left to individual goodwill. Helps leaders understand their own role in modelling healthy responses to failure and the long-term cost of cultures where mistakes are hidden."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your competence in coping with change at work and supporting colleagues who are finding it hard?,1,Novice,inferred,"Has little experience of managing their own response to significant change at work. Begins to notice how change affects their motivation and ways of working, and asks for support when feeling uncertain or overwhelmed."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your competence in coping with change at work and supporting colleagues who are finding it hard?,2,Awareness,derived,"Maintains basic effectiveness when facing change, with support. Recognises when change is affecting their own or colleagues' confidence and asks questions about how to adjust. Begins to develop personal strategies for staying productive when processes, tools or priorities shift."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your competence in coping with change at work and supporting colleagues who are finding it hard?,3,Working,derived,"Adapts their own working practices when facing change, maintaining effectiveness without significant loss of productivity. Supports colleagues by sharing what helps them adjust, normalising uncertainty as a feature of innovative environments and encouraging others not to let discomfort with change prevent them from trying new things."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your competence in coping with change at work and supporting colleagues who are finding it hard?,4,Practitioner,derived,"Maintains effectiveness and supports colleagues through sustained or rapid change, helping teams stay productive and psychologically safe even when direction is unclear. Recognises the cumulative toll of continuous change and takes practical steps to protect team wellbeing and capacity to innovate under pressure."
Innovation,Conditions for Innovation,Psychological safety and adaptability,behaviours,How would you rate your competence in coping with change at work and supporting colleagues who are finding it hard?,5,Expert,inferred,"Builds team-wide adaptability as a sustained capability rather than a response to individual change events. Helps leaders understand the relationship between change management, psychological safety and innovation capacity, and ensures teams have the support, structures and culture to keep innovating even in conditions of significant uncertainty."
Innovation,Understanding the Problem,Identifying innovation opportunities,knowledge,How would you rate your understanding of where innovation is most likely to make a real difference - and what makes something a genuine opportunity rather than change for its own sake?,1,Novice,derived,Has little formal knowledge of what innovation means in a public sector context. Begins to notice when processes feel unnecessarily slow or complicated and is curious about whether things could be done differently.
Innovation,Understanding the Problem,Identifying innovation opportunities,knowledge,How would you rate your understanding of where innovation is most likely to make a real difference - and what makes something a genuine opportunity rather than change for its own sake?,2,Awareness,derived,"Understands that innovation means finding better ways to deliver services or outcomes - not just adopting new technology. Recognises that genuine opportunities for improvement often come from user needs, inefficient processes or unmet demands, and that not every problem requires an innovative solution."
Innovation,Understanding the Problem,Identifying innovation opportunities,knowledge,How would you rate your understanding of where innovation is most likely to make a real difference - and what makes something a genuine opportunity rather than change for its own sake?,3,Working,derived,"Understands how to distinguish genuine innovation opportunities from change for its own sake. Knows that the strongest opportunities tend to cluster around persistent user pain points, processes that haven't kept pace with available technology, and places where evidence consistently points to poor outcomes."
Innovation,Understanding the Problem,Identifying innovation opportunities,knowledge,How would you rate your understanding of where innovation is most likely to make a real difference - and what makes something a genuine opportunity rather than change for its own sake?,4,Practitioner,derived,"Has detailed understanding of how to assess the landscape for innovation opportunities - including how to read data, user research and organisational context to identify where change would deliver the greatest value. Understands the difference between incremental improvement and step-change innovation, and when each is appropriate."
Innovation,Understanding the Problem,Identifying innovation opportunities,knowledge,How would you rate your understanding of where innovation is most likely to make a real difference - and what makes something a genuine opportunity rather than change for its own sake?,5,Expert,inferred,"Holds authoritative understanding of where and how innovation creates sustainable public value - including the systemic conditions that enable or suppress it, how innovation opportunity landscapes shift over time, and how to build organisational knowledge that continuously surfaces high-value opportunities."
Innovation,Understanding the Problem,Identifying innovation opportunities,skills,How would you rate your competence in using evidence to identify where innovation or improvement is most needed - and assess whether an opportunity is realistic and worth pursuing?,1,Novice,inferred,Has no established practice of identifying or evaluating opportunities for improvement. Begins to notice when something could work better and asks questions about what makes an opportunity worth acting on.
Innovation,Understanding the Problem,Identifying innovation opportunities,skills,How would you rate your competence in using evidence to identify where innovation or improvement is most needed - and assess whether an opportunity is realistic and worth pursuing?,2,Awareness,derived,"Uses simple evidence sources with guidance - such as feedback, complaints data or observation - to spot where something isn't working well. With guidance, begins to think through whether an opportunity is realistic, considering whether there is a clear problem, whether users would benefit and whether it is broadly achievable."
Innovation,Understanding the Problem,Identifying innovation opportunities,skills,How would you rate your competence in using evidence to identify where innovation or improvement is most needed - and assess whether an opportunity is realistic and worth pursuing?,3,Working,derived,"Applies straightforward methods to identify and assess innovation opportunities. Draws on data, user feedback and process observation to build an evidence-based case for where improvement is needed, and weighs likely impact against feasibility, resource requirements and risk. Presents a clear, honest assessment of whether an opportunity is worth pursuing."
Innovation,Understanding the Problem,Identifying innovation opportunities,skills,How would you rate your competence in using evidence to identify where innovation or improvement is most needed - and assess whether an opportunity is realistic and worth pursuing?,4,Practitioner,derived,"Systematically combines multiple evidence sources to identify high-value opportunities and makes confident, well-reasoned judgments about whether they are worth pursuing. Considers public sector specific constraints - policy alignment, risk appetite, procurement requirements - alongside impact and feasibility. Helps colleagues develop more rigorous approaches to both finding and evaluating opportunities."
Innovation,Understanding the Problem,Identifying innovation opportunities,skills,How would you rate your competence in using evidence to identify where innovation or improvement is most needed - and assess whether an opportunity is realistic and worth pursuing?,5,Expert,inferred,"Designs and embeds approaches across teams for continuously scanning evidence and evaluating opportunities in a consistent, transparent way. Builds shared criteria for assessing where innovation effort should be focused and advises senior leaders on prioritisation decisions, ensuring the organisation develops a mature, honest approach to identifying and acting on the most valuable opportunities."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate how consistently you think about what users actually experience when deciding where innovation or improvement is most needed?,1,Novice,derived,"Has little habit of thinking about what users actually experience. Begins to notice when services seem designed around internal processes rather than user needs, and asks questions about how that could be different."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate how consistently you think about what users actually experience when deciding where innovation or improvement is most needed?,2,Awareness,derived,"Begins to consider what users actually experience when thinking about where things could be improved. Recognises that the most valuable opportunities for innovation often come from genuine user pain points rather than internal priorities, and seeks out simple ways to understand what users find difficult."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate how consistently you think about what users actually experience when deciding where innovation or improvement is most needed?,3,Working,derived,Consistently draws on understanding of user experience when identifying where innovation is needed - going beyond what data shows to consider what it feels like to use a service. Brings user perspectives into team discussions about improvement and challenges proposals that aren't grounded in genuine user need.
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate how consistently you think about what users actually experience when deciding where innovation or improvement is most needed?,4,Practitioner,derived,"Habitually anchors innovation thinking in deep understanding of user experience, actively seeking out direct contact with users and ensuring that opportunity identification across projects is driven by what users actually need rather than what is internally convenient. Coaches colleagues to develop the same habit."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate how consistently you think about what users actually experience when deciding where innovation or improvement is most needed?,5,Expert,inferred,"Shapes a team culture where user experience is the primary lens through which innovation opportunities are identified and evaluated. Ensures that direct user insight - not just data or assumption - informs decisions about where to focus innovation effort, and challenges organisational tendencies to innovate around internal convenience rather than genuine user need."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate your competence in constructively challenging established ways of working when you think something could be done better?,1,Novice,derived,"Notices when processes or ways of working seem unnecessarily complicated or slow, but has little confidence in raising this. Begins to ask questions - at least privately - about why things are done a particular way and whether there might be a better approach."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate your competence in constructively challenging established ways of working when you think something could be done better?,2,Awareness,derived,"Asks constructive questions about why things are done a particular way, with support. Recognises that challenging established practices respectfully is a valuable contribution, not a source of disruption, and begins to share observations about processes that could work better."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate your competence in constructively challenging established ways of working when you think something could be done better?,3,Working,derived,"Constructively challenges established ways of working when there is a good reason to - raising questions, sharing evidence and suggesting alternatives in ways that are honest and respectful. Does not accept 'we've always done it this way' as a sufficient justification, and encourages colleagues to think critically about processes they take for granted."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate your competence in constructively challenging established ways of working when you think something could be done better?,4,Practitioner,derived,"Actively and consistently challenges assumptions about how work is done, bringing evidence and user insight to bear on why existing approaches may no longer be fit for purpose. Creates space in team discussions for honest questioning of established practice, and helps colleagues develop the confidence and skills to do the same."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,How would you rate your competence in constructively challenging established ways of working when you think something could be done better?,5,Expert,inferred,"Builds a team culture where constructive challenge of the status quo is expected and valued - not tolerated as an exception. Models intellectual honesty about what isn't working, helps leaders understand the cost of unchallenged assumptions, and ensures that questioning established practice is treated as a sign of engagement rather than a source of risk."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,"How would you rate your competence in seeking out connections between your work and what's happening elsewhere - in other teams, disciplines or sectors - to inform where and how you innovate?",1,Novice,derived,"Begins to notice connections between their own work and how similar challenges are faced or approached elsewhere - in other teams, services or sectors. Shows curiosity about different contexts and asks questions about what could be learned from them."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,"How would you rate your competence in seeking out connections between your work and what's happening elsewhere - in other teams, disciplines or sectors - to inform where and how you innovate?",2,Awareness,derived,"Actively looks beyond their immediate team for ideas, approaches and shared challenges that might be relevant to their own work. Spots patterns across different areas - noticing when a problem they're facing resembles something encountered elsewhere - and shares these observations with colleagues."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,"How would you rate your competence in seeking out connections between your work and what's happening elsewhere - in other teams, disciplines or sectors - to inform where and how you innovate?",3,Working,derived,"Deliberately seeks out perspectives from outside their immediate context - other teams, disciplines or sectors - and brings what they learn back into how they identify and frame innovation opportunities. Helps colleagues make connections between their work and ideas from elsewhere, encouraging cross-pollination of thinking."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,"How would you rate your competence in seeking out connections between your work and what's happening elsewhere - in other teams, disciplines or sectors - to inform where and how you innovate?",4,Practitioner,derived,"Builds and maintains relationships across organisational and sectoral boundaries that bring a regular flow of fresh perspectives and ideas into their team. Creates informal and structured opportunities for colleagues to encounter thinking from outside their immediate context, and ensures that cross-boundary insight informs how the team identifies and pursues innovation opportunities."
Innovation,Understanding the Problem,Identifying innovation opportunities,behaviours,"How would you rate your competence in seeking out connections between your work and what's happening elsewhere - in other teams, disciplines or sectors - to inform where and how you innovate?",5,Expert,inferred,"Cultivates networks, partnerships and team conditions that systematically surface transformative ideas over the long term. Ensures that the organisation maintains meaningful connections with external communities of practice, other sectors and international peers, and builds a culture where curiosity about how others solve problems is a recognised and valued source of innovation opportunity."
Innovation,Doing the Work,Using the innovation lifecycle,knowledge,"How would you rate your understanding of the stages of the innovation lifecycle, from identifying a problem through to testing, refining and deciding whether to stop or scale a solution?",1,Novice,inferred,Has little or no practical knowledge of the stages of the innovation lifecycle.
Innovation,Doing the Work,Using the innovation lifecycle,knowledge,"How would you rate your understanding of the stages of the innovation lifecycle, from identifying a problem through to testing, refining and deciding whether to stop or scale a solution?",2,Awareness,derived,"Understands that innovation moves through distinct stages, from problem to solution, and can name them in broad terms."
Innovation,Doing the Work,Using the innovation lifecycle,knowledge,"How would you rate your understanding of the stages of the innovation lifecycle, from identifying a problem through to testing, refining and deciding whether to stop or scale a solution?",3,Working,derived,Understands the stages of the innovation lifecycle and can explain how they apply to their own work.
Innovation,Doing the Work,Using the innovation lifecycle,knowledge,"How would you rate your understanding of the stages of the innovation lifecycle, from identifying a problem through to testing, refining and deciding whether to stop or scale a solution?",4,Practitioner,inferred,Has detailed understanding of the lifecycle including why moving between stages in response to evidence matters; helps colleagues in their area of work apply it well.
Innovation,Doing the Work,Using the innovation lifecycle,knowledge,"How would you rate your understanding of the stages of the innovation lifecycle, from identifying a problem through to testing, refining and deciding whether to stop or scale a solution?",5,Expert,inferred,"Holds authoritative knowledge of the lifecycle across contexts; shapes how the lifecycle is taught, applied or governed more widely."
Innovation,Doing the Work,Testing and prototyping,knowledge,"How would you rate your understanding of what makes a test or prototype genuinely useful, such as a minimum viable product designed to test critical assumptions, before committing to a solution fully?",1,Novice,inferred,Has little or no practical knowledge of what makes a test or prototype useful.
Innovation,Doing the Work,Testing and prototyping,knowledge,"How would you rate your understanding of what makes a test or prototype genuinely useful, such as a minimum viable product designed to test critical assumptions, before committing to a solution fully?",2,Awareness,derived,"Understands that testing an idea before committing fully reduces risk, without yet knowing what makes a test well designed."
Innovation,Doing the Work,Testing and prototyping,knowledge,"How would you rate your understanding of what makes a test or prototype genuinely useful, such as a minimum viable product designed to test critical assumptions, before committing to a solution fully?",3,Working,derived,"Understands what makes a test or prototype useful, including testing critical assumptions before committing to a solution."
Innovation,Doing the Work,Testing and prototyping,knowledge,"How would you rate your understanding of what makes a test or prototype genuinely useful, such as a minimum viable product designed to test critical assumptions, before committing to a solution fully?",4,Practitioner,inferred,Has detailed understanding of designing tests that isolate and check critical assumptions; helps colleagues in their area of work design better tests.
Innovation,Doing the Work,Testing and prototyping,knowledge,"How would you rate your understanding of what makes a test or prototype genuinely useful, such as a minimum viable product designed to test critical assumptions, before committing to a solution fully?",5,Expert,inferred,Holds authoritative knowledge of test and prototype design; shapes standards or practice for how testing is done more widely.
Innovation,Doing the Work,Testing and prototyping,skills,How would you rate your competence in trying out new ideas on a small scale first - learning from what happens before committing to them fully?,1,Novice,inferred,"Has no experience of testing or prototyping ideas. Begins to understand why trying a small version of something before committing to it fully makes sense, and is curious about how this works in practice."
Innovation,Doing the Work,Testing and prototyping,skills,How would you rate your competence in trying out new ideas on a small scale first - learning from what happens before committing to them fully?,2,Awareness,derived,"Participates in testing and prototyping activities when asked - such as giving feedback on a draft process, trying out a new approach and reporting what happened, or helping gather observations during a pilot. Understands that the purpose is to learn quickly rather than to produce something finished, and begins to think about what would need to be true for a test to be useful."
Innovation,Doing the Work,Testing and prototyping,skills,How would you rate your competence in trying out new ideas on a small scale first - learning from what happens before committing to them fully?,3,Working,source,"Applies straightforward methods to design and run simple experiments and build basic prototypes. Defines what the test needs to find out, chooses an approach that generates useful learning without over-investing in something unproven, and interprets evidence from the test to decide whether to refine, pivot or stop."
Innovation,Doing the Work,Testing and prototyping,skills,How would you rate your competence in trying out new ideas on a small scale first - learning from what happens before committing to them fully?,4,Practitioner,derived,"Designs and leads testing and prototyping activities that generate reliable learning efficiently. Selects appropriate methods based on what needs to be learned and the resources available, and ensures tests are designed to surface genuine insight rather than confirm existing assumptions. Helps colleagues develop more rigorous and imaginative approaches to testing and iteration."
Innovation,Doing the Work,Testing and prototyping,skills,How would you rate your competence in trying out new ideas on a small scale first - learning from what happens before committing to them fully?,5,Expert,derived,"Sets standards for how testing and prototyping are conducted across teams, ensuring experiments are well designed, ethically sound and genuinely iterative rather than performative. Builds team capability in lean experimentation and helps leaders understand how to create the governance and approval conditions that make rapid, low-cost testing possible in a public sector context."
Innovation,Doing the Work,Testing and prototyping,behaviours,How would you rate how consistently you reflect on what worked and what didn't when you try something new or test an idea - and share what you found with others who might benefit?,1,Novice,inferred,Has little habit of reflecting on what worked or didn't when trying something new. Begins to notice when an approach hasn't worked as expected and asks questions about what could be done differently next time.
Innovation,Doing the Work,Testing and prototyping,behaviours,How would you rate how consistently you reflect on what worked and what didn't when you try something new or test an idea - and share what you found with others who might benefit?,2,Awareness,derived,"Reflects on the outcomes of tests or new approaches they have participated in - noting what worked, what didn't and what they would do differently. Shares observations with immediate colleagues and recognises that what they learned could be useful to others facing similar challenges."
Innovation,Doing the Work,Testing and prototyping,behaviours,How would you rate how consistently you reflect on what worked and what didn't when you try something new or test an idea - and share what you found with others who might benefit?,3,Working,derived,"Systematically uses what they learn from testing to shape next steps - adjusting their approach, feeding findings back into a process or proposal, and deciding whether to refine, try something different or stop. Shares learning with colleagues in a way that is accessible and useful, rather than just reporting what happened."
Innovation,Doing the Work,Testing and prototyping,behaviours,How would you rate how consistently you reflect on what worked and what didn't when you try something new or test an idea - and share what you found with others who might benefit?,4,Practitioner,derived,"Ensures that learning from testing is captured, shared and actively used to inform decisions across projects. Creates simple structures for reflecting on and documenting what was learned, and helps colleagues develop the habit of treating every test - successful or not - as a source of useful insight. Challenges the tendency to move on without extracting the full learning value from an experiment."
Innovation,Doing the Work,Testing and prototyping,behaviours,How would you rate how consistently you reflect on what worked and what didn't when you try something new or test an idea - and share what you found with others who might benefit?,5,Expert,inferred,"Builds team culture and processes that ensure learning from testing travels - across projects, teams and organisational boundaries - rather than staying with the individuals who ran the test. Establishes norms for knowledge sharing and reflection that make iterative learning a sustained organisational capability rather than a one-off activity."
Innovation,Doing the Work,Storytelling and advocacy,knowledge,How would you rate your understanding of how to communicate an idea for change in a way that genuinely persuades different audiences?,1,Novice,inferred,Has little formal knowledge of how to communicate ideas for change. Begins to notice that some people are more persuasive than others and is curious about what makes the difference.
Innovation,Doing the Work,Storytelling and advocacy,knowledge,How would you rate your understanding of how to communicate an idea for change in a way that genuinely persuades different audiences?,2,Awareness,derived,Understands that communicating an idea for change requires more than explaining it clearly - it requires connecting it to what the audience cares about and addressing their concerns. Recognises that different audiences need to hear things differently and that evidence alone rarely persuades.
Innovation,Doing the Work,Storytelling and advocacy,knowledge,How would you rate your understanding of how to communicate an idea for change in a way that genuinely persuades different audiences?,3,Working,derived,"Understands the principles behind effective change communication - including how to structure a compelling narrative, how to connect an idea to outcomes that matter to different audiences, and why emotional resonance alongside evidence is important for building genuine support rather than passive compliance."
Innovation,Doing the Work,Storytelling and advocacy,knowledge,How would you rate your understanding of how to communicate an idea for change in a way that genuinely persuades different audiences?,4,Practitioner,derived,"Has detailed knowledge of change communication theory and practice - including how to tailor messages for different stakeholders, how to anticipate and address resistance, and how to sustain engagement over the course of a change initiative rather than just at the point of launch."
Innovation,Doing the Work,Storytelling and advocacy,knowledge,How would you rate your understanding of how to communicate an idea for change in a way that genuinely persuades different audiences?,5,Expert,inferred,"Holds authoritative understanding of what makes change narratives work at an organisational level - including the research on persuasion, motivation and behaviour change that underpins effective advocacy. Uses this knowledge to advise others on communication strategy and to build organisational capability in change communication."
Innovation,Doing the Work,Storytelling and advocacy,skills,"How would you rate your competence in tailoring your communication of ideas for change to different audiences, framing them in ways that connect to outcomes people genuinely care about?",1,Novice,inferred,"Has little experience of communicating ideas for change to different audiences. Begins to notice that the same explanation doesn't always land the same way with different people, and asks questions about how to frame ideas more effectively."
Innovation,Doing the Work,Storytelling and advocacy,skills,"How would you rate your competence in tailoring your communication of ideas for change to different audiences, framing them in ways that connect to outcomes people genuinely care about?",2,Awareness,derived,"Explains ideas for improvement simply and clearly with guidance, adjusting basic language and emphasis for different audiences. Begins to think about what different audiences care about and tries to connect the idea to outcomes that are relevant to them, seeking feedback on whether the message has landed."
Innovation,Doing the Work,Storytelling and advocacy,skills,"How would you rate your competence in tailoring your communication of ideas for change to different audiences, framing them in ways that connect to outcomes people genuinely care about?",3,Working,derived,"Adapts how they communicate ideas for change depending on the audience - adjusting language, emphasis and framing to connect the proposal to outcomes that matter to that audience. Structures explanations as a coherent narrative rather than a list of features, making clear what will change, why it matters and what it means for the people involved."
Innovation,Doing the Work,Storytelling and advocacy,skills,"How would you rate your competence in tailoring your communication of ideas for change to different audiences, framing them in ways that connect to outcomes people genuinely care about?",4,Practitioner,derived,"Constructs compelling narratives around proposed changes that resonate with varied audiences - from frontline colleagues to senior leaders - connecting the idea clearly to outcomes they genuinely value. Anticipates concerns and addresses them within the narrative rather than as afterthoughts, and helps colleagues develop their own ability to communicate change persuasively."
Innovation,Doing the Work,Storytelling and advocacy,skills,"How would you rate your competence in tailoring your communication of ideas for change to different audiences, framing them in ways that connect to outcomes people genuinely care about?",5,Expert,inferred,"Sets standards for how change narratives are constructed and communicated across teams, ensuring they are consistently honest, audience-appropriate and connected to outcomes that matter. Builds team capability in persuasive change communication and models the kind of narrative craft that generates genuine understanding and lasting commitment rather than superficial agreement."
Innovation,Making Change Stick,Continuous improvement,knowledge,"How would you rate your understanding of structured approaches to continuous improvement - the principles, methods and tools that help teams regularly review and improve how they work?",1,Novice,derived,Has no formal knowledge of continuous improvement approaches. Begins to notice when processes feel unnecessarily slow or wasteful and is curious about whether there are structured ways to make them better.
Innovation,Making Change Stick,Continuous improvement,knowledge,"How would you rate your understanding of structured approaches to continuous improvement - the principles, methods and tools that help teams regularly review and improve how they work?",2,Awareness,source,"Understands that continuous improvement means regularly reviewing how work is done and making evidence-based adjustments - rather than waiting for things to go wrong before changing them. Recognises that small, frequent improvements often deliver more lasting value than large one-off changes."
Innovation,Making Change Stick,Continuous improvement,knowledge,"How would you rate your understanding of structured approaches to continuous improvement - the principles, methods and tools that help teams regularly review and improve how they work?",3,Working,derived,"Understands the principles behind structured improvement approaches - including how to identify waste and inefficiency, how to use data and feedback to diagnose problems, and how to implement and monitor changes in a systematic way. Familiar with common improvement frameworks used in the public sector and can apply their underlying logic to everyday work."
Innovation,Making Change Stick,Continuous improvement,knowledge,"How would you rate your understanding of structured approaches to continuous improvement - the principles, methods and tools that help teams regularly review and improve how they work?",4,Practitioner,derived,"Has detailed knowledge of continuous improvement methodologies - such as Lean, Plan-Do-Study-Act and Kaizen - and understands their relative strengths and limitations in a public sector context. Can advise colleagues on which approaches suit different types of problems and how to adapt improvement methods to work within organisational constraints."
Innovation,Making Change Stick,Continuous improvement,knowledge,"How would you rate your understanding of structured approaches to continuous improvement - the principles, methods and tools that help teams regularly review and improve how they work?",5,Expert,inferred,"Holds authoritative understanding of continuous improvement theory and practice - including how improvement methodologies connect to broader organisational learning, culture change and service transformation. Advises on how to build lasting improvement capability across teams and helps leaders understand the systemic conditions that enable or undermine continuous improvement at scale."
Innovation,Making Change Stick,Continuous improvement,skills,How would you rate your competence in implementing improvements deliberately and measuring whether they have had the effect you intended - rather than making changes and hoping for the best?,1,Novice,inferred,"Has little experience of implementing changes deliberately or checking whether they have worked. Begins to notice that changes sometimes don't have the effect people expected, and asks questions about how to tell whether something has actually improved."
Innovation,Making Change Stick,Continuous improvement,skills,How would you rate your competence in implementing improvements deliberately and measuring whether they have had the effect you intended - rather than making changes and hoping for the best?,2,Awareness,derived,"Makes simple changes to how they work with guidance, and checks informally whether they have made a difference - such as asking colleagues whether a new approach feels better or tracking whether a recurring problem has reduced. Recognises that checking the impact of a change is as important as making it."
Innovation,Making Change Stick,Continuous improvement,skills,How would you rate your competence in implementing improvements deliberately and measuring whether they have had the effect you intended - rather than making changes and hoping for the best?,3,Working,derived,"Implements changes in a planned way - defining what success looks like before making the change, monitoring what happens afterwards and adjusting if the change hasn't had the intended effect. Distinguishes between changes that have genuinely improved outcomes and those that have simply changed how work feels without making a measurable difference."
Innovation,Making Change Stick,Continuous improvement,skills,How would you rate your competence in implementing improvements deliberately and measuring whether they have had the effect you intended - rather than making changes and hoping for the best?,4,Practitioner,derived,"Leads improvement implementation across projects - ensuring changes are well planned, impact is measured rigorously and findings are used to refine further. Challenges changes that haven't been properly evaluated and helps colleagues develop more disciplined approaches to implementing and measuring improvement."
Innovation,Making Change Stick,Continuous improvement,skills,How would you rate your competence in implementing improvements deliberately and measuring whether they have had the effect you intended - rather than making changes and hoping for the best?,5,Expert,inferred,"Sets standards for how improvements are implemented and evaluated across teams - ensuring that impact measurement is built into how change is managed rather than treated as an afterthought. Builds team capability in evidence-driven improvement and helps leaders understand the difference between activity and genuine, measurable progress."
Innovation,Making Change Stick,Continuous improvement,behaviours,How would you rate how consistently you treat improvement as an ongoing habit - regularly reviewing how work is going and keeping that focus alive in your team even when other pressures mount?,1,Novice,inferred,Has no established habit of regularly reviewing how work is going. Begins to notice when the same problems keep recurring and is curious about how teams maintain a focus on improvement over time rather than just fixing things when they break.
Innovation,Making Change Stick,Continuous improvement,behaviours,How would you rate how consistently you treat improvement as an ongoing habit - regularly reviewing how work is going and keeping that focus alive in your team even when other pressures mount?,2,Awareness,derived,"Regularly reflects on how their own work is going - noticing what's working well, what keeps going wrong and what small changes might help. Shares observations with colleagues and encourages others to do the same, recognising that improvement works best when it is a shared habit rather than an individual activity."
Innovation,Making Change Stick,Continuous improvement,behaviours,How would you rate how consistently you treat improvement as an ongoing habit - regularly reviewing how work is going and keeping that focus alive in your team even when other pressures mount?,3,Working,source,"Consistently makes time to review how work is going - individually and with colleagues - and treats improvement as a regular part of how they work rather than an occasional project. Keeps momentum going by celebrating small improvements, acknowledging what has been learned from changes that didn't work, and encouraging colleagues to keep looking for ways to do things better."
